"city","city_ascii","state_id","state_name","county_name"
"Waukegan","Waukegan","IL","Illinois","Lake"
"Buckeye","Buckeye","AZ","Arizona","Maricopa"
"Town 'n' Country","Town 'n' Country","FL","Florida","Hillsborough"
"Clifton","Clifton","NJ","New Jersey","Passaic"
"Bloomington","Bloomington","MN","Minnesota","Hennepin"
"Mount Pleasant","Mount Pleasant","SC","South Carolina","Charleston"
"Florence","Florence","SC","South Carolina","Florence"
"Newton","Newton","MA","Massachusetts","Middlesex"
"State College","State College","PA","Pennsylvania","Centre"
"Livermore","Livermore","CA","California","Alameda"
"Rapid City","Rapid City","SD","South Dakota","Pennington"
"Decatur","Decatur","IL","Illinois","Macon"
"Dalton","Dalton","GA","Georgia","Whitfield"
"Conroe","Conroe","TX","Texas","Montgomery"
"Hawthorne","Hawthorne","CA","California","Los Angeles"
"Lawrence","Lawrence","MA","Massachusetts","Essex"
"New Braunfels","New Braunfels","TX","Texas","Comal"
"Citrus Heights","Citrus Heights","CA","California","Sacramento"
"Jackson","Jackson","MI","Michigan","Jackson"
"Whittier","Whittier","CA","California","Los Angeles"
"Muncie","Muncie","IN","Indiana","Delaware"
"Troy","Troy","MI","Michigan","Oakland"
"Homosassa Springs","Homosassa Springs","FL","Florida","Citrus"
"Port Huron","Port Huron","MI","Michigan","St. Clair"
"Napa","Napa","CA","California","Napa"
"Deerfield Beach","Deerfield Beach","FL","Florida","Broward"
"Springdale","Springdale","AR","Arkansas","Washington"
"Newport Beach","Newport Beach","CA","California","Orange"
"Anderson","Anderson","IN","Indiana","Madison"
"San Ramon","San Ramon","CA","California","Contra Costa"
"Lake Forest","Lake Forest","CA","California","Orange"
"Mission","Mission","TX","Texas","Hidalgo"
"Auburn","Auburn","WA","Washington","King"
"Brooklyn Park","Brooklyn Park","MN","Minnesota","Hennepin"
"Bryan","Bryan","TX","Texas","Brazos"
"Springfield","Springfield","OH","Ohio","Clark"
"Hattiesburg","Hattiesburg","MS","Mississippi","Forrest"
"Westland","Westland","MI","Michigan","Wayne"
"Cicero","Cicero","IL","Illinois","Cook"
"Albany","Albany","GA","Georgia","Dougherty"
"Fort Myers","Fort Myers","FL","Florida","Lee"
"Pine Hills","Pine Hills","FL","Florida","Orange"
"Atascocita","Atascocita","TX","Texas","Harris"
"Buena Park","Buena Park","CA","California","Orange"
"Redwood City","Redwood City","CA","California","San Mateo"
"Farmington Hills","Farmington Hills","MI","Michigan","Oakland"
"Alton","Alton","IL","Illinois","Madison"
"Melbourne","Melbourne","FL","Florida","Brevard"
"Miami Beach","Miami Beach","FL","Florida","Miami-Dade"
"Alhambra","Alhambra","CA","California","Los Angeles"
"Williamsburg","Williamsburg","VA","Virginia","Williamsburg"
"Madera","Madera","CA","California","Madera"
"Warwick","Warwick","RI","Rhode Island","Kent"
"Cranston","Cranston","RI","Rhode Island","Providence"
"Baytown","Baytown","TX","Texas","Harris"
"Largo","Largo","FL","Florida","Pinellas"
"Silver Spring","Silver Spring","MD","Maryland","Montgomery"
"Lakewood","Lakewood","CA","California","Los Angeles"
"Mountain View","Mountain View","CA","California","Santa Clara"
"Kankakee","Kankakee","IL","Illinois","Kankakee"
"Johns Creek","Johns Creek","GA","Georgia","Fulton"
"Flagstaff","Flagstaff","AZ","Arizona","Coconino"
"Franklin","Franklin","TN","Tennessee","Williamson"
"Joplin","Joplin","MO","Missouri","Jasper"
"Parma","Parma","OH","Ohio","Cuyahoga"
"Layton","Layton","UT","Utah","Davis"
"New Rochelle","New Rochelle","NY","New York","Westchester"
"Anderson","Anderson","SC","South Carolina","Anderson"
"Lebanon","Lebanon","PA","Pennsylvania","Lebanon"
"Somerville","Somerville","MA","Massachusetts","Middlesex"
"Yauco","Yauco","PR","Puerto Rico","Yauco"
"St. Joseph","St. Joseph","MO","Missouri","Buchanan"
"Plymouth","Plymouth","MN","Minnesota","Hennepin"
"Tustin","Tustin","CA","California","Orange"
"Zephyrhills","Zephyrhills","FL","Florida","Pasco"
"Milpitas","Milpitas","CA","California","Santa Clara"
"Florence","Florence","AL","Alabama","Lauderdale"
"Pleasanton","Pleasanton","CA","California","Alameda"
"Boynton Beach","Boynton Beach","FL","Florida","Palm Beach"
"Texarkana","Texarkana","TX","Texas","Bowie"
"Folsom","Folsom","CA","California","Sacramento"
"Bellflower","Bellflower","CA","California","Los Angeles"
"Pharr","Pharr","TX","Texas","Hidalgo"
"Homestead","Homestead","FL","Florida","Miami-Dade"
"Valdosta","Valdosta","GA","Georgia","Lowndes"
"Upland","Upland","CA","California","San Bernardino"
"Evanston","Evanston","IL","Illinois","Cook"
"Newark","Newark","OH","Ohio","Licking"
"Elizabethtown","Elizabethtown","KY","Kentucky","Hardin"
"St. Augustine","St. Augustine","FL","Florida","St. Johns"
"Rancho Cordova","Rancho Cordova","CA","California","Sacramento"
"Alameda","Alameda","CA","California","Alameda"
"Chino Hills","Chino Hills","CA","California","San Bernardino"
"Perris","Perris","CA","California","Riverside"
"Schaumburg","Schaumburg","IL","Illinois","Cook"
"Kendall","Kendall","FL","Florida","Miami-Dade"
"Camarillo","Camarillo","CA","California","Ventura"
"Anniston","Anniston","AL","Alabama","Calhoun"
"Sumter","Sumter","SC","South Carolina","Sumter"
"Jonesboro","Jonesboro","AR","Arkansas","Craighead"
"Hammond","Hammond","IN","Indiana","Lake"
"Carmichael","Carmichael","CA","California","Sacramento"
"Arlington Heights","Arlington Heights","IL","Illinois","Cook"
"Morgantown","Morgantown","WV","West Virginia","Monongalia"
"Wyoming","Wyoming","MI","Michigan","Kent"
"Cheyenne","Cheyenne","WY","Wyoming","Laramie"
"Pasco","Pasco","WA","Washington","Franklin"
"Watsonville","Watsonville","CA","California","Santa Cruz"
"Southfield","Southfield","MI","Michigan","Oakland"
"Wausau","Wausau","WI","Wisconsin","Marathon"
"Rochester Hills","Rochester Hills","MI","Michigan","Oakland"
"Loveland","Loveland","CO","Colorado","Larimer"
"Alexandria","Alexandria","LA","Louisiana","Rapides"
"Pittsburg","Pittsburg","CA","California","Contra Costa"
"Hammond","Hammond","LA","Louisiana","Tangipahoa"
"South Jordan","South Jordan","UT","Utah","Salt Lake"
"Battle Creek","Battle Creek","MI","Michigan","Calhoun"
"Bethlehem","Bethlehem","PA","Pennsylvania","Northampton"
"Fajardo","Fajardo","PR","Puerto Rico","Fajardo"
"Davis","Davis","CA","California","Yolo"
"Apple Valley","Apple Valley","CA","California","San Bernardino"
"Pawtucket","Pawtucket","RI","Rhode Island","Providence"
"Wheeling","Wheeling","WV","West Virginia","Ohio"
"Flower Mound","Flower Mound","TX","Texas","Denton"
"Harrisonburg","Harrisonburg","VA","Virginia","Harrisonburg"
"Cedar Park","Cedar Park","TX","Texas","Williamson"
"Oshkosh","Oshkosh","WI","Wisconsin","Winnebago"
"Winchester","Winchester","VA","Virginia","Winchester"
"Caguas","Caguas","PR","Puerto Rico","Caguas"
"Ellicott City","Ellicott City","MD","Maryland","Howard"
"Pocatello","Pocatello","ID","Idaho","Bannock"
"Hilton Head Island","Hilton Head Island","SC","South Carolina","Beaufort"
"New Britain","New Britain","CT","Connecticut","Hartford"
"Mansfield","Mansfield","OH","Ohio","Richland"
"Woodbury","Woodbury","MN","Minnesota","Washington"
"Lauderhill","Lauderhill","FL","Florida","Broward"
"Lehi","Lehi","UT","Utah","Utah"
"Bolingbrook","Bolingbrook","IL","Illinois","Will"
"Dale City","Dale City","VA","Virginia","Prince William"
"Missouri City","Missouri City","TX","Texas","Fort Bend"
"Lake Jackson","Lake Jackson","TX","Texas","Brazoria"
"Altoona","Altoona","PA","Pennsylvania","Blair"
"Doral","Doral","FL","Florida","Miami-Dade"
"Owensboro","Owensboro","KY","Kentucky","Daviess"
"Centreville","Centreville","VA","Virginia","Fairfax"
"Mount Vernon","Mount Vernon","NY","New York","Westchester"
"Baldwin Park","Baldwin Park","CA","California","Los Angeles"
"Broomfield","Broomfield","CO","Colorado","Broomfield"
"Redlands","Redlands","CA","California","San Bernardino"
"Cleveland","Cleveland","TN","Tennessee","Bradley"
"Dothan","Dothan","AL","Alabama","Houston"
"Camden","Camden","NJ","New Jersey","Camden"
"Redmond","Redmond","WA","Washington","King"
"Framingham","Framingham","MA","Massachusetts","Middlesex"
"Jackson","Jackson","TN","Tennessee","Madison"
"Janesville","Janesville","WI","Wisconsin","Rock"
"Juana Díaz","Juana Diaz","PR","Puerto Rico","Juana Díaz"
"Mansfield","Mansfield","TX","Texas","Tarrant"
"Waukesha","Waukesha","WI","Wisconsin","Waukesha"
"Tamarac","Tamarac","FL","Florida","Broward"
"Wenatchee","Wenatchee","WA","Washington","Chelan"
"Daytona Beach","Daytona Beach","FL","Florida","Volusia"
"Castle Rock","Castle Rock","CO","Colorado","Douglas"
"Redondo Beach","Redondo Beach","CA","California","Los Angeles"
"Wilmington","Wilmington","DE","Delaware","New Castle"
"San Marcos","San Marcos","TX","Texas","Hays"
"Union City","Union City","CA","California","Alameda"
"Eldersburg","Eldersburg","MD","Maryland","Carroll"
"Conway","Conway","AR","Arkansas","Faulkner"
"Bayonne","Bayonne","NJ","New Jersey","Hudson"
"Guaynabo","Guaynabo","PR","Puerto Rico","Guaynabo"
"Rocklin","Rocklin","CA","California","Placer"
"Passaic","Passaic","NJ","New Jersey","Passaic"
"Sheboygan","Sheboygan","WI","Wisconsin","Sheboygan"
"Casas Adobes","Casas Adobes","AZ","Arizona","Pima"
"St. Charles","St. Charles","MO","Missouri","St. Charles"
"Maple Grove","Maple Grove","MN","Minnesota","Hennepin"
"Walnut Creek","Walnut Creek","CA","California","Contra Costa"
"Dublin","Dublin","CA","California","Alameda"
"North Richland Hills","North Richland Hills","TX","Texas","Tarrant"
"Gary","Gary","IN","Indiana","Lake"
"Glen Burnie","Glen Burnie","MD","Maryland","Anne Arundel"
"Bristol","Bristol","TN","Tennessee","Sullivan"
"Decatur","Decatur","AL","Alabama","Morgan"
"West Bend","West Bend","WI","Wisconsin","Washington"
"Lodi","Lodi","CA","California","San Joaquin"
"Lima","Lima","OH","Ohio","Allen"
"Florida","Florida","PR","Puerto Rico","Florida"
"Lakeville","Lakeville","MN","Minnesota","Dakota"
"Blaine","Blaine","MN","Minnesota","Anoka"
"Poinciana","Poinciana","FL","Florida","Polk"
"East Orange","East Orange","NJ","New Jersey","Essex"
"Noblesville","Noblesville","IN","Indiana","Hamilton"
"Gaithersburg","Gaithersburg","MD","Maryland","Montgomery"
"Lake Elsinore","Lake Elsinore","CA","California","Riverside"
"Palo Alto","Palo Alto","CA","California","Santa Clara"
"Eastvale","Eastvale","CA","California","Riverside"
"Tulare","Tulare","CA","California","Tulare"
"Rogers","Rogers","AR","Arkansas","Benton"
"Yorba Linda","Yorba Linda","CA","California","Orange"
"Parkersburg","Parkersburg","WV","West Virginia","Wood"
"Eagan","Eagan","MN","Minnesota","Dakota"
"Weston","Weston","FL","Florida","Broward"
"Longview","Longview","WA","Washington","Cowlitz"
"Bay City","Bay City","MI","Michigan","Bay"
"Dubuque","Dubuque","IA","Iowa","Dubuque"
"Union City","Union City","NJ","New Jersey","Hudson"
"Porterville","Porterville","CA","California","Tulare"
"Mount Vernon","Mount Vernon","WA","Washington","Skagit"
"Palatine","Palatine","IL","Illinois","Cook"
"El Paso de Robles","El Paso de Robles","CA","California","San Luis Obispo"
"West Des Moines","West Des Moines","IA","Iowa","Polk"
"Lynwood","Lynwood","CA","California","Los Angeles"
"Skokie","Skokie","IL","Illinois","Cook"
"Sherman","Sherman","TX","Texas","Grayson"
"Rockville","Rockville","MD","Maryland","Montgomery"
"Haverhill","Haverhill","MA","Massachusetts","Essex"
"Hanover","Hanover","PA","Pennsylvania","York"
"Shawnee","Shawnee","KS","Kansas","Johnson"
"Rome","Rome","GA","Georgia","Floyd"
"Schenectady","Schenectady","NY","New York","Schenectady"
"South Hill","South Hill","WA","Washington","Pierce"
"DeKalb","DeKalb","IL","Illinois","DeKalb"
"Petaluma","Petaluma","CA","California","Sonoma"
"Sammamish","Sammamish","WA","Washington","King"
"Georgetown","Georgetown","TX","Texas","Williamson"
"Carbondale","Carbondale","IL","Illinois","Jackson"
"Delray Beach","Delray Beach","FL","Florida","Palm Beach"
"Dundalk","Dundalk","MD","Maryland","Baltimore"
"Kenner","Kenner","LA","Louisiana","Jefferson"
"Albany","Albany","OR","Oregon","Linn"
"Ankeny","Ankeny","IA","Iowa","Polk"
"South San Francisco","South San Francisco","CA","California","San Mateo"
"Castro Valley","Castro Valley","CA","California","Alameda"
"Bethesda","Bethesda","MD","Maryland","Montgomery"
"Saratoga Springs","Saratoga Springs","NY","New York","Saratoga"
"Corvallis","Corvallis","OR","Oregon","Benton"
"Brentwood","Brentwood","NY","New York","Suffolk"
"Ames","Ames","IA","Iowa","Story"
"Glens Falls","Glens Falls","NY","New York","Warren"
"Michigan City","Michigan City","IN","Indiana","LaPorte"
"Victoria","Victoria","TX","Texas","Victoria"
"Malden","Malden","MA","Massachusetts","Middlesex"
"Weirton","Weirton","WV","West Virginia","Hancock"
"Novi","Novi","MI","Michigan","Oakland"
"Guayama","Guayama","PR","Puerto Rico","Guayama"
"Alpharetta","Alpharetta","GA","Georgia","Fulton"
"Wesley Chapel","Wesley Chapel","FL","Florida","Pasco"
"Waltham","Waltham","MA","Massachusetts","Middlesex"
"Laguna Niguel","Laguna Niguel","CA","California","Orange"
"San Clemente","San Clemente","CA","California","Orange"
"North Little Rock","North Little Rock","AR","Arkansas","Pulaski"
"Fairbanks","Fairbanks","AK","Alaska","Fairbanks North Star"
"Florence-Graham","Florence-Graham","CA","California","Los Angeles"
"Eden Prairie","Eden Prairie","MN","Minnesota","Hennepin"
"Twin Rivers","Twin Rivers","NJ","New Jersey","Mercer"
"Pflugerville","Pflugerville","TX","Texas","Travis"
"Casper","Casper","WY","Wyoming","Natrona"
"Burnsville","Burnsville","MN","Minnesota","Dakota"
"Grand Forks","Grand Forks","ND","North Dakota","Grand Forks"
"Brentwood","Brentwood","CA","California","Contra Costa"
"Millcreek","Millcreek","UT","Utah","Salt Lake"
"Elmira","Elmira","NY","New York","Chemung"
"Sebring","Sebring","FL","Florida","Highlands"
"La Habra","La Habra","CA","California","Orange"
"Coon Rapids","Coon Rapids","MN","Minnesota","Anoka"
"Bossier City","Bossier City","LA","Louisiana","Bossier"
"Hamilton","Hamilton","OH","Ohio","Butler"
"Taylor","Taylor","MI","Michigan","Wayne"
"Lakewood","Lakewood","WA","Washington","Pierce"
"Greenwood","Greenwood","IN","Indiana","Johnson"
"Bellevue","Bellevue","NE","Nebraska","Sarpy"
"Montebello","Montebello","CA","California","Los Angeles"
"Moore","Moore","OK","Oklahoma","Cleveland"
"Council Bluffs","Council Bluffs","IA","Iowa","Pottawattamie"
"Rowlett","Rowlett","TX","Texas","Dallas"
"Spring","Spring","TX","Texas","Harris"
"Port Charlotte","Port Charlotte","FL","Florida","Charlotte"
"Reston","Reston","VA","Virginia","Fairfax"
"Pico Rivera","Pico Rivera","CA","California","Los Angeles"
"Dearborn Heights","Dearborn Heights","MI","Michigan","Wayne"
"Port Orange","Port Orange","FL","Florida","Volusia"
"Encinitas","Encinitas","CA","California","San Diego"
"Springfield","Springfield","OR","Oregon","Lane"
"Great Falls","Great Falls","MT","Montana","Cascade"
"Rocky Mount","Rocky Mount","NC","North Carolina","Nash"
"Commerce City","Commerce City","CO","Colorado","Adams"
"Pontiac","Pontiac","MI","Michigan","Oakland"
"The Hammocks","The Hammocks","FL","Florida","Miami-Dade"
"Wellington","Wellington","FL","Florida","Palm Beach"
"San Rafael","San Rafael","CA","California","Marin"
"Monterey Park","Monterey Park","CA","California","Los Angeles"
"La Mesa","La Mesa","CA","California","San Diego"
"Woodland","Woodland","CA","California","Yolo"
"Marietta","Marietta","GA","Georgia","Cobb"
"Chapel Hill","Chapel Hill","NC","North Carolina","Orange"
"Gardena","Gardena","CA","California","Los Angeles"
"Meriden","Meriden","CT","Connecticut","New Haven"
"Bristol","Bristol","CT","Connecticut","Hartford"
"Revere","Revere","MA","Massachusetts","Suffolk"
"Medford","Medford","MA","Massachusetts","Middlesex"
"Palm Harbor","Palm Harbor","FL","Florida","Pinellas"
"Cupertino","Cupertino","CA","California","Santa Clara"
"Jupiter","Jupiter","FL","Florida","Palm Beach"
"Hendersonville","Hendersonville","TN","Tennessee","Sumner"
"North Miami","North Miami","FL","Florida","Miami-Dade"
"Des Plaines","Des Plaines","IL","Illinois","Cook"
"Taylorsville","Taylorsville","UT","Utah","Salt Lake"
"West Allis","West Allis","WI","Wisconsin","Milwaukee"
"Sanford","Sanford","FL","Florida","Seminole"
"Huntersville","Huntersville","NC","North Carolina","Mecklenburg"
"Euless","Euless","TX","Texas","Tarrant"
"Richland","Richland","WA","Washington","Benton"
"Santee","Santee","CA","California","San Diego"
"White Plains","White Plains","NY","New York","Westchester"
"Hoboken","Hoboken","NJ","New Jersey","Hudson"
"Kokomo","Kokomo","IN","Indiana","Howard"
"Taunton","Taunton","MA","Massachusetts","Bristol"
"St. Clair Shores","St. Clair Shores","MI","Michigan","Macomb"
"Towson","Towson","MD","Maryland","Baltimore"
"Caldwell","Caldwell","ID","Idaho","Canyon"
"South Whittier","South Whittier","CA","California","Los Angeles"
"Orland Park","Orland Park","IL","Illinois","Cook"
"Stonecrest","Stonecrest","GA","Georgia","DeKalb"
"Palm Beach Gardens","Palm Beach Gardens","FL","Florida","Palm Beach"
"Royal Oak","Royal Oak","MI","Michigan","Oakland"
"Margate","Margate","FL","Florida","Broward"
"Blue Springs","Blue Springs","MO","Missouri","Jackson"
"Shoreline","Shoreline","WA","Washington","King"
"Midwest City","Midwest City","OK","Oklahoma","Oklahoma"
"Bowie","Bowie","MD","Maryland","Prince George's"
"Apex","Apex","NC","North Carolina","Wake"
"Oak Lawn","Oak Lawn","IL","Illinois","Cook"
"Carson City","Carson City","NV","Nevada","Carson City"
"Fountainebleau","Fountainebleau","FL","Florida","Miami-Dade"
"Queen Creek","Queen Creek","AZ","Arizona","Maricopa"
"Leander","Leander","TX","Texas","Williamson"
"Bartlett","Bartlett","TN","Tennessee","Shelby"
"St. Cloud","St. Cloud","FL","Florida","Osceola"
"Coconut Creek","Coconut Creek","FL","Florida","Broward"
"Kettering","Kettering","OH","Ohio","Montgomery"
"Parker","Parker","CO","Colorado","Douglas"
"St. Peters","St. Peters","MO","Missouri","St. Charles"
"Fountain Valley","Fountain Valley","CA","California","Orange"
"Maricopa","Maricopa","AZ","Arizona","Pinal"
"Berwyn","Berwyn","IL","Illinois","Cook"
"National City","National City","CA","California","San Diego"
"Lenexa","Lenexa","KS","Kansas","Johnson"
"Highland","Highland","CA","California","San Bernardino"
"Arcadia","Arcadia","CA","California","Los Angeles"
"Mount Prospect","Mount Prospect","IL","Illinois","Cook"
